GSE100132
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_36	SKIL	SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]	3341	0.30563676357269287	0.38713735	Yes	
row_37	UGT3A1	UDP glycosyltransferase family 3 member A1 [Source:HGNC Symbol;Acc:HGNC:26625]	3388	0.3013114035129547	0.3915121	Yes	
row_38	MARCHF4	membrane associated ring-CH-type finger 4 [Source:HGNC Symbol;Acc:HGNC:29269]	3476	0.2935256063938141	0.3937111	Yes	
row_39	LYST	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]	3666	0.2787116467952728	0.39059737	Yes	
row_40	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]	3703	0.2759532034397125	0.3949036	Yes	
row_41	VWA3A	von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]	3712	0.27543359994888306	0.40056738	Yes	
row_42	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	3828	0.26608583331108093	0.40079415	Yes	
row_43	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	3854	0.2636260390281677	0.4053672	Yes	
row_44	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	3934	0.2573545575141907	0.40716216	Yes	
row_45	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]	4046	0.24799446761608124	0.40718684	Yes	
row_46	CCDC80	coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]	4102	0.24431867897510529	0.40986866	Yes	
row_47	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]	4143	0.24054796993732452	0.41320097	Yes	
row_48	NLRP1	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	4168	0.238810196518898	0.41727737	Yes	
row_49	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	4224	0.23500946164131165	0.41975456	Yes	
row_50	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	4239	0.23381008207798004	0.42420995	Yes	
row_51	PDZD4	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	4417	0.2216063141822815	0.4204276	No	
row_52	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]	4541	0.21337094902992249	0.4191044	No	
row_53	FNDC5	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]	4558	0.2119986116886139	0.42298254	No	
row_54	ZEB1	zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]	4653	0.2054690718650818	0.4229035	No	
row_55	SPON1	spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]	4756	0.1990150660276413	0.42229146	No	
row_56	PLAAT3	phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]	4873	0.19170787930488586	0.4208343	No	
row_57	HRK	harakiri, BCL2 interacting protein [Source:HGNC Symbol;Acc:HGNC:5185]	5046	0.18047566711902618	0.4163922	No	
row_58	FBN1	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]	5519	0.154104083776474	0.39670262	No	
row_59	CCDC92	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	5698	0.14448823034763336	0.39117604	No	
row_60	RORB	RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]	5729	0.1427946239709854	0.39284837	No	
row_61	RNF125	ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150]	5831	0.13694675266742706	0.39092076	No	
row_62	PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	5893	0.13321125507354736	0.39086673	No	
row_63	SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	5999	0.12717580795288086	0.38852873	No	
row_64	HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	6044	0.12526831030845642	0.38913128	No	
row_65	SAMD3	sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]	6071	0.12383121252059937	0.39058226	No	
row_66	FN1	fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]	6124	0.12218952178955078	0.390726	No	
row_67	PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	6405	0.10908417403697968	0.37943408	No	
row_68	SYT6	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]	6488	0.10473022609949112	0.3777272	No	
row_69	HHAT	hedgehog acyltransferase [Source:HGNC Symbol;Acc:HGNC:18270]	6498	0.10407090932130814	0.37957498	No	
row_70	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	6500	0.10401984304189682	0.38181278	No	
row_71	IQSEC2	IQ motif and Sec7 domain ArfGEF 2 [Source:HGNC Symbol;Acc:HGNC:29059]	6513	0.10324133187532425	0.38349566	No	
row_72	ANKRD44	ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]	6594	0.09938180446624756	0.381769	No	
row_73	MRAP2	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]	6626	0.09741639345884323	0.38239485	No	
row_74	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]	6813	0.08938878774642944	0.3752659	No	
row_75	FOXD3	forkhead box D3 [Source:HGNC Symbol;Acc:HGNC:3804]	7038	0.08037291467189789	0.3660808	No	
row_76	ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22 [Source:HGNC Symbol;Acc:HGNC:20106]	7320	0.06980548053979874	0.35387653	No	
row_77	MYC	MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]	7390	0.06706675887107849	0.3519773	No	
row_78	TMEM88	transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371]	7821	0.05193902924656868	0.33209527	No	
row_79	IRS4	insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]	8398	0.029917197301983833	0.30459082	No	
row_80	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	8578	0.023038478568196297	0.2963455	No	
row_81	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	8651	0.0205990057438612	0.29327807	No	
row_82	MAFB	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]	9039	0.007399298250675201	0.2745193	No	
row_83	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]	9137	0.004063996020704508	0.26986608	No	
row_84	MMP24	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]	9311	-0.001801667152903974	0.26144725	No	
row_85	TRPC4	transient receptor potential cation channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:12336]	9448	-0.006711323279887438	0.2549454	No	
row_86	COMMD3	COMM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23332]	9480	-0.007678180932998657	0.2535985	No	
row_87	DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]	9567	-0.01057667750865221	0.24962628	No	
row_88	KCNG3	potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306]	9918	-0.021988442167639732	0.23299724	No	
row_89	TRPV4	transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]	9928	-0.022297458723187447	0.23304738	No	
row_90	ZNF518B	zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]	9934	-0.022631289437413216	0.23330043	No	
row_91	MSRB3	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]	9938	-0.022775549441576004	0.23365444	No	
row_92	MIR302CHG	miR-302/367 cluster host gene [Source:HGNC Symbol;Acc:HGNC:41070]	10004	-0.025030886754393578	0.23102668	No	
row_93	ABCG2	ATP binding cassette subfamily G member 2 (JR blood group) [Source:HGNC Symbol;Acc:HGNC:74]	10071	-0.02752526104450226	0.22840486	No	
row_94	TMEM158	transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]	10178	-0.031098976731300354	0.2239059	No	
row_95	PURA	purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]	10290	-0.03501545265316963	0.21924858	No	
row_96	C3orf80	chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048]	10477	-0.04031102731823921	0.21104072	No	
row_97	NKX1-2	NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652]	10576	-0.04318373277783394	0.20719858	No	
row_98	BCORL1	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	10676	-0.04637150466442108	0.2033776	No	
row_99	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]	10976	-0.056340884417295456	0.18999727	No	
row_100	ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]	11064	-0.05909233167767525	0.18704267	No	
row_101	MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	11452	-0.07140503078699112	0.16969095	No	
row_102	EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	11508	-0.07346828281879425	0.16861692	No	
row_103	ALDH1A1	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]	11524	-0.07394085824489594	0.169509	No	
row_104	FKBP9	FKBP prolyl isomerase 9 [Source:HGNC Symbol;Acc:HGNC:3725]	11702	-0.0797872394323349	0.162609	No	
row_105	WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]	11776	-0.08168011158704758	0.16083543	No	
row_106	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]	11833	-0.08347669988870621	0.15993254	No	
row_107	ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]	12317	-0.09804990887641907	0.13847287	No	
row_108	HIVEP3	HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]	12396	-0.10062992572784424	0.13687143	No	
row_109	VASH2	vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]	12439	-0.10189364850521088	0.13705789	No	
row_110	OAS3	2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	12940	-0.11729994416236877	0.11519023	No	
row_111	FOXO1	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]	13223	-0.12649254500865936	0.10418324	No	
row_112	RIPOR2	RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]	13320	-0.12915641069412231	0.10232883	No	
row_113	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]	13379	-0.1307140737771988	0.10236658	No	
row_114	RAI1	retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]	13514	-0.13478150963783264	0.09877791	No	
row_115	IL20RA	interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]	13547	-0.13599015772342682	0.10020285	No	
row_116	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]	13678	-0.1403331756591797	0.09693179	No	
row_117	DNMT3B	DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979]	13954	-0.14913325011730194	0.08676477	No	
row_118	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]	13982	-0.14972162246704102	0.088736035	No	
row_119	DSC3	desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]	14001	-0.1504756510257721	0.09116391	No	
row_120	TOM1L2	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]	14143	-0.1546163409948349	0.08766903	No	
row_121	KCNK12	potassium two pore domain channel subfamily K member 12 [Source:HGNC Symbol;Acc:HGNC:6274]	14164	-0.15536943078041077	0.0901067	No	
row_122	A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	14252	-0.1582236886024475	0.08933132	No	
row_123	LINC01806	long intergenic non-protein coding RNA 1806 [Source:HGNC Symbol;Acc:HGNC:52599]	14550	-0.1677076518535614	0.078496985	No	
row_124	GRPR	gastrin releasing peptide receptor [Source:HGNC Symbol;Acc:HGNC:4609]	14858	-0.1771322786808014	0.067380905	No	
row_125	WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	14913	-0.17892086505889893	0.06867396	No	
row_126	ZFHX4	zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]	15068	-0.18388724327087402	0.06518695	No	
row_127	CYP7B1	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]	15382	-0.19407521188259125	0.05414997	No	
row_128	ALKAL2	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]	15420	-0.19544336199760437	0.056637425	No	
row_129	TERF1	telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]	15657	-0.20320665836334229	0.04956592	No	
row_130	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	15810	-0.20895163714885712	0.046727683	No	
row_131	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	15852	-0.2103516310453415	0.0493473	No	
row_132	NME5	NME/NM23 family member 5 [Source:HGNC Symbol;Acc:HGNC:7853]	16014	-0.21595340967178345	0.04622295	No	
row_133	TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	16097	-0.21936267614364624	0.047036063	No	
row_134	ENOX1	ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474]	16505	-0.23484911024570465	0.03229953	No	
row_135	SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	16528	-0.2358933538198471	0.036409594	No	
row_136	DACH1	dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663]	16941	-0.25227075815200806	0.021811582	No	
row_137	PDE4B	phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]	17014	-0.25537657737731934	0.023905324	No	
row_138	FGFBP3	fibroblast growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23428]	17172	-0.26186180114746094	0.021985762	No	
row_139	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]	17513	-0.27751606702804565	0.011462989	No	
row_140	BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970]	17991	-0.30198442935943604	-0.0052201734	No	
row_141	FLRT3	fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]	18311	-0.3216012418270111	-0.013747067	No	
row_142	GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	18372	-0.3253907561302185	-0.009527476	No	
row_143	MIR1915HG	MIR1915 host gene [Source:HGNC Symbol;Acc:HGNC:31448]	18412	-0.3282848000526428	-0.0042175194	No	
row_144	ZNF398	zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]	18469	-0.33136871457099915	3.2905754E-4	No	
row_145	HRH1	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]	19250	-0.39845705032348633	-0.029047776	No	
row_146	UTF1	undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12634]	19393	-0.4146834909915924	-0.026874432	No	
row_147	LMO3	LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643]	19714	-0.45707768201828003	-0.032472007	No	
row_148	LINC01426	long intergenic non-protein coding RNA 1426 [Source:HGNC Symbol;Acc:HGNC:50734]	19795	-0.4698350727558136	-0.02605491	No	
row_149	MANEAL	mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]	19965	-0.5077594518661499	-0.023155553	No	
row_150	SLITRK5	SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	20021	-0.5256600379943848	-0.014288928	No	
row_151	KDR	kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]	20194	-0.5905001163482666	-0.009717341	No	
row_152	SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	20300	-0.6586948037147522	-3.7080937E-4	No	
row_153	MASP1	MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]	20350	-0.6952193379402161	0.0125166355	No	

GSE136920
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MSRB3	MSRB3	206	2.6161088943481445	0.030747397	Yes	
row_1	FNDC5	FNDC5	357	1.965667724609375	0.054027647	Yes	
row_2	HTR2C	HTR2C	919	1.354163408279419	0.053073544	Yes	
row_3	ANKRD44	ANKRD44	984	1.327580213546753	0.070181794	Yes	
row_4	PDZD4	PDZD4	1244	1.225277066230774	0.07854866	Yes	
row_5	PADI3	PADI3	1336	1.1901628971099854	0.09263764	Yes	
row_6	NLRP12	NLRP12	1529	1.1311372518539429	0.10211041	Yes	
row_7	TNC	TNC	1666	1.0910375118255615	0.11307381	Yes	
row_8	SEZ6	SEZ6	1812	1.053009033203125	0.123144925	Yes	
row_9	TNFRSF8	TNFRSF8	2109	0.9853878617286682	0.1266173	Yes	
row_10	TMEM88	TMEM88	2949	0.8293089866638184	0.10763856	Yes	
row_11	C9orf129	C9orf129	3098	0.8049124479293823	0.11395706	Yes	
row_12	PLEKHB1	PLEKHB1	3256	0.7824384570121765	0.119611576	Yes	
row_13	DACH1	DACH1	3386	0.7624058127403259	0.12601165	Yes	
row_14	HIVEP3	HIVEP3	3424	0.7577821612358093	0.13575964	Yes	
row_15	AGPAT3	AGPAT3	3429	0.7575013041496277	0.14672871	Yes	
row_16	KIAA0895	KIAA0895	3472	0.7508495450019836	0.1561893	Yes	
row_17	LRRTM1	LRRTM1	3581	0.7380187511444092	0.16301113	Yes	
row_18	GABRA5	GABRA5	3828	0.7061498761177063	0.16424161	Yes	
row_19	MMP24	MMP24	3975	0.6886416077613831	0.16892791	Yes	
row_20	SEMA3C	SEMA3C	4133	0.6704451441764832	0.17293873	Yes	
row_21	LMO3	LMO3	4184	0.6648837327957153	0.18084063	Yes	
row_22	IDO1	IDO1	4336	0.648075520992279	0.18474591	Yes	
row_23	ADCY8	ADCY8	4514	0.6289408206939697	0.18740503	Yes	
row_24	TRPV6	TRPV6	4748	0.6076610684394836	0.18767267	Yes	
row_25	INHBE	INHBE	4823	0.599692165851593	0.1937267	Yes	
row_26	HRK	HRK	4940	0.5884919762611389	0.19805697	Yes	
row_27	ECE2	ECE2	5155	0.5666692852973938	0.19842842	Yes	
row_28	FAM189A2	FAM189A2	5178	0.5648561716079712	0.20590182	Yes	
row_29	TRHDE-AS1	TRHDE-AS1	5258	0.5578140020370483	0.21115556	Yes	
row_30	SERPINA5	SERPINA5	5286	0.5549262762069702	0.21829757	Yes	
row_31	RP11-326K13.4	RP11-326K13.4	5319	0.5513440370559692	0.22520137	Yes	
row_32	DNAJC22	DNAJC22	5336	0.5497828125953674	0.2326763	Yes	
row_33	SLC13A5	SLC13A5	5408	0.542660653591156	0.23800465	Yes	
row_34	COL12A1	COL12A1	5559	0.5293097496032715	0.24020399	Yes	
row_35	MASP1	MASP1	5776	0.5108161568641663	0.23968145	Yes	
row_36	NGFR	NGFR	5863	0.5025569796562195	0.24386431	Yes	
row_37	TRPC4	TRPC4	6124	0.48091739416122437	0.24126935	Yes	
row_38	ANPEP	ANPEP	6171	0.47659680247306824	0.24655631	Yes	
row_39	TGM2	TGM2	6792	0.42611163854599	0.22979097	No	
row_40	SLFN5	SLFN5	6852	0.42072179913520813	0.23377523	No	
row_41	ZFHX4	ZFHX4	6976	0.41248828172683716	0.23526245	No	
row_42	IGF2	IGF2	7125	0.4011895954608917	0.23565567	No	
row_43	MT1X	MT1X	7335	0.38432031869888306	0.23353648	No	
row_44	RP11-686D22.8	RP11-686D22.8	7401	0.37902435660362244	0.23668599	No	
row_45	HLA-DMB	HLA-DMB	7761	0.3538530170917511	0.2285505	No	
row_46	HLA-DPA1	HLA-DPA1	8064	0.33278244733810425	0.22222203	No	
row_47	KCNK12	KCNK12	8272	0.32039153575897217	0.21923885	No	
row_48	AKR1C3	AKR1C3	8456	0.3095090389251709	0.21698701	No	
row_49	SPON1	SPON1	8469	0.3087978959083557	0.22107361	No	
row_50	KCNG3	KCNG3	8629	0.29863160848617554	0.2195532	No	
row_51	HMOX1	HMOX1	9022	0.27208685874938965	0.20899242	No	
row_52	NAV3	NAV3	9175	0.26302531361579895	0.20720933	No	
row_53	VWA3A	VWA3A	9440	0.24529261887073517	0.20100766	No	
row_54	MYH2	MYH2	9498	0.24129243195056915	0.20243275	No	
row_55	UGT3A1	UGT3A1	9604	0.23408204317092896	0.20196988	No	
row_56	RAI1	RAI1	9675	0.23089195787906647	0.20275965	No	
row_57	SIPA1L2	SIPA1L2	10073	0.20973160862922668	0.19109808	No	
row_58	ST8SIA3	ST8SIA3	10101	0.20842958986759186	0.19315468	No	
row_59	ZNF518B	ZNF518B	10479	0.18694420158863068	0.18190122	No	
row_60	VIPR2	VIPR2	10714	0.17261239886283875	0.17574668	No	
row_61	KCNAB1	KCNAB1	10802	0.16776247322559357	0.17497875	No	
row_62	ADCY2	ADCY2	10848	0.16437877714633942	0.17572053	No	
row_63	GALNT16	GALNT16	10930	0.15970902144908905	0.17505717	No	
row_64	HMGCL	HMGCL	10964	0.15688037872314453	0.17613444	No	
row_65	MYC	MYC	11021	0.1534721851348877	0.17630774	No	
row_66	RNF125	RNF125	11271	0.13904425501823425	0.16910362	No	
row_67	KDR	KDR	11615	0.12225324660539627	0.15816306	No	
row_68	FOXD3	FOXD3	11933	0.10474957525730133	0.14793092	No	
