GSE100132
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_48	TIMM50	translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]	17588	-0.2813686728477478	-0.28633744	Yes	
row_49	AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	17638	-0.28373983502388	-0.26646733	Yes	
row_50	MRPL1	mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]	17785	-0.2912980914115906	-0.25072643	Yes	
row_51	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	17806	-0.2920059263706207	-0.22879621	Yes	
row_52	SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	17850	-0.29450109601020813	-0.20778996	Yes	
row_53	BAP1	BRCA1 associated deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:950]	17856	-0.2949131727218628	-0.1849015	Yes	
row_54	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	18049	-0.3049834668636322	-0.17032647	Yes	
row_55	CLPTM1L	CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]	18181	-0.3132474720478058	-0.15213372	Yes	
row_56	MRPS11	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]	18200	-0.31454768776893616	-0.12833807	Yes	
row_57	MRPS26	mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]	18533	-0.33532243967056274	-0.11819867	Yes	
row_58	MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]	18583	-0.33868616819381714	-0.09401878	Yes	
row_59	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	18584	-0.3387734889984131	-0.067446694	Yes	
row_60	MRPS17	mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]	18953	-0.3679426312446594	-0.056501202	Yes	
row_61	MRPL12	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]	19368	-0.4117514491081238	-0.04435883	Yes	
row_62	EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]	19404	-0.41582655906677246	-0.013446819	Yes	
row_63	TIMM22	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	19476	-0.4235389828681946	0.016317619	Yes	
row_64	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]	19907	-0.4926680326461792	0.034027886	Yes	

GSE136920
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BCL2L1	BCL2L1	333	2.0391359329223633	0.11219565	Yes	
row_1	CYBA	CYBA	2131	0.9818813800811768	0.10564795	Yes	
row_2	NDUFB5	NDUFB5	5685	0.5184377431869507	0.005811164	Yes	
row_3	TIMM10	TIMM10	6319	0.4640829563140869	0.010723304	Yes	
row_4	BAD	BAD	6343	0.4611310362815857	0.038031053	Yes	
row_5	MRPL18	MRPL18	6429	0.4548633098602295	0.06266147	Yes	
row_6	TIMM17B	TIMM17B	6898	0.41750025749206543	0.07083562	Yes	
row_7	NDUFS7	NDUFS7	7205	0.39481237530708313	0.0836199	Yes	
row_8	MRPL14	MRPL14	7611	0.3646876811981201	0.09090066	Yes	
row_9	ICT1	ICT1	7923	0.3434304893016815	0.10036225	Yes	
row_10	CPT1A	CPT1A	8417	0.3113808333873749	0.101130985	Yes	
row_11	MRPL52	MRPL52	9057	0.2705886662006378	0.09400533	Yes	
row_12	BCS1L	BCS1L	9557	0.23708844184875488	0.09001534	Yes	
row_13	SLC25A10	SLC25A10	9623	0.23342889547348022	0.10186405	Yes	
row_14	IFI6	IFI6	9688	0.23030443489551544	0.11355898	Yes	
row_15	MRPS26	MRPS26	10456	0.18828719854354858	0.09667035	Yes	
row_16	PNPLA2	PNPLA2	10464	0.1878410428762436	0.1078818	Yes	
row_17	SLC25A20	SLC25A20	10578	0.181414395570755	0.11477779	Yes	
row_18	MRPL55	MRPL55	10605	0.1794145256280899	0.12477148	Yes	
row_19	ATP5D	ATP5D	10726	0.1717522144317627	0.13081838	Yes	
row_20	MRPL28	MRPL28	10915	0.16067065298557281	0.13367192	Yes	
row_21	BID	BID	11120	0.14817743003368378	0.13517042	Yes	
row_22	ADORA2A	ADORA2A	11125	0.1477026492357254	0.14404185	Yes	
row_23	ATP6AP1	ATP6AP1	11317	0.13664771616458893	0.1453174	Yes	
row_24	BCL2	BCL2	11534	0.12597036361694336	0.1450157	No	
row_25	MRPL12	MRPL12	11909	0.1058487817645073	0.13763776	No	
row_26	MRPS17	MRPS17	12346	0.08183592557907104	0.12649888	No	
row_27	SLC25A37	SLC25A37	12384	0.07930704206228256	0.12997241	No	
row_28	PDHX	PDHX	12429	0.07652074843645096	0.13301672	No	
row_29	MRPL34	MRPL34	12522	0.07109043747186661	0.13395298	No	
row_30	NFS1	NFS1	12526	0.07083362340927124	0.13816741	No	
row_31	TTC19	TTC19	12739	0.0594228096306324	0.13395002	No	
row_32	YWHAH	YWHAH	13198	0.037446290254592896	0.11928627	No	
row_33	EGLN1	EGLN1	13451	0.025148216634988785	0.11149552	No	
row_34	MRPL23	MRPL23	13560	0.019430825486779213	0.108685024	No	
row_35	YWHAZ	YWHAZ	14222	-0.013789321295917034	0.08506371	No	
row_36	MRPL1	MRPL1	14557	-0.031629759818315506	0.07463396	No	
row_37	SUPV3L1	SUPV3L1	14723	-0.039932601153850555	0.070965864	No	
row_38	TIMM50	TIMM50	15039	-0.055914223194122314	0.062722236	No	
row_39	PPM1D	PPM1D	15215	-0.06537149846553802	0.06023746	No	
row_40	SLC25A21	SLC25A21	15297	-0.06874914467334747	0.06143785	No	
row_41	MRPS11	MRPS11	15617	-0.08529098331928253	0.054840073	No	
row_42	TIMM22	TIMM22	16313	-0.11970590800046921	0.036428224	No	
row_43	RHOT2	RHOT2	16366	-0.12273331731557846	0.04199844	No	
row_44	SLC25A40	SLC25A40	16607	-0.13535699248313904	0.0413817	No	
row_45	GDAP1	GDAP1	16620	-0.13620464503765106	0.049254928	No	
row_46	ATP6V1E1	ATP6V1E1	16659	-0.13838164508342743	0.056298837	No	
row_47	SOD2	SOD2	16757	-0.14299145340919495	0.061440676	No	
row_48	SLC25A15	SLC25A15	16872	-0.14864152669906616	0.06629838	No	
row_49	PRKAA2	PRKAA2	16886	-0.14898285269737244	0.074914895	No	
row_50	ACADVL	ACADVL	16935	-0.15144045650959015	0.08238614	No	
row_51	NPM1	NPM1	17589	-0.1849740594625473	0.0695143	No	
row_52	GNPAT	GNPAT	17815	-0.19585344195365906	0.073146924	No	
row_53	ACACA	ACACA	18079	-0.2092299610376358	0.076190025	No	
row_54	AKT1	AKT1	18200	-0.21588918566703796	0.08493215	No	
row_55	SLC25A1	SLC25A1	19222	-0.2716599404811859	0.06373424	No	
row_56	TAZ	TAZ	19462	-0.28445273637771606	0.072259046	No	
row_57	ATP6V0C	ATP6V0C	20280	-0.33070066571235657	0.062216423	No	
row_58	SLC25A30	SLC25A30	20394	-0.3368634581565857	0.07860491	No	
row_59	MRPL11	MRPL11	20522	-0.34432166814804077	0.094930686	No	
row_60	MTG1	MTG1	20836	-0.3621702492237091	0.10546261	No	
row_61	STARD3	STARD3	21601	-0.410661906003952	0.10226433	No	
row_62	BAP1	BAP1	21887	-0.4276411235332489	0.11783049	No	
row_63	CLPTM1L	CLPTM1L	24216	-0.6090735793113708	0.06886518	No	
row_64	NDUFAF1	NDUFAF1	24223	-0.609863817691803	0.10588446	No	

GSE159778
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	BAD	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]	2137	2.9536025524139404	-0.07912118	No	
row_1	AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	2504	2.7209184169769287	-0.068254426	No	
row_2	EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]	2709	2.579749822616577	-0.050477687	No	
row_3	TIMM50	translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]	2781	2.5360491275787354	-0.026232067	No	
row_4	ADORA2A	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]	3001	2.3987839221954346	-0.011234105	No	
row_5	SLC25A20	solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	3414	2.1679368019104004	-0.008867113	No	
row_6	ATP6AP1	ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]	3630	2.0686094760894775	0.0027002161	No	
row_7	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]	3961	1.8921725749969482	0.006312668	No	
row_8	GDAP1	ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]	4691	1.5696609020233154	-0.014481926	No	
row_9	BCL2	BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]	4909	1.4740663766860962	-0.0095730545	No	
row_10	ACADVL	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]	5609	1.2092561721801758	-0.032772757	No	
row_11	ATP6V0C	ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]	5890	1.111914873123169	-0.035148453	No	
row_12	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]	5978	1.078831672668457	-0.02780261	No	
row_13	ATP6V1E1	ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]	6128	1.027594804763794	-0.024261713	No	
row_14	TSPO2	translocator protein 2 [Source:HGNC Symbol;Acc:HGNC:21256]	6160	1.0175715684890747	-0.014664597	No	
row_15	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	6569	0.8811774849891663	-0.026273135	No	
row_16	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]	6589	0.8744857311248779	-0.0176262	No	
row_17	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]	6734	0.8245133757591248	-0.016062666	No	
row_18	BAP1	BRCA1 associated deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:950]	6740	0.8227974772453308	-0.0072538718	No	
row_19	SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	7963	0.44846922159194946	-0.06617221	No	
row_20	MRPS11	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]	8001	0.43858015537261963	-0.06327116	No	
row_21	TIMM17B	translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]	8019	0.43409428000450134	-0.05937435	No	
row_22	RHOT2	ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]	8223	0.3636837601661682	-0.065974124	No	
row_23	HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	8328	0.3307349681854248	-0.067763336	No	
row_24	PNPLA2	patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]	8399	0.3117646872997284	-0.06798482	No	
row_25	BCL2L1	BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]	8694	0.22649331390857697	-0.08085259	No	
row_26	MRPL55	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]	8948	0.15414240956306458	-0.09237525	No	
row_27	TIMM22	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	9719	-0.0680735632777214	-0.13186523	No	
row_28	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]	9736	-0.07403579354286194	-0.13188528	No	
row_29	GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]	10134	-0.18982475996017456	-0.15054007	No	
row_30	MRPL23	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]	10313	-0.24271424114704132	-0.15716684	No	
row_31	MRPL28	mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]	10404	-0.2717607021331787	-0.15887451	No	
row_32	MTG1	mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]	10620	-0.3418143391609192	-0.16634248	No	
row_33	STARD3	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]	10664	-0.35763439536094666	-0.1646473	No	
row_34	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	10896	-0.4257563650608063	-0.17202608	No	
row_35	MRPL34	mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]	10906	-0.42867332696914673	-0.16777095	No	
row_36	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]	11339	-0.5594942569732666	-0.18417981	No	
row_37	PDHX	pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]	11956	-0.749151349067688	-0.20811388	No	
row_38	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]	12013	-0.769764244556427	-0.20255496	No	
row_39	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	12030	-0.77943354845047	-0.19479905	No	
row_40	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	12971	-1.0894007682800293	-0.2319147	Yes	
row_41	TSPO	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]	13024	-1.1027348041534424	-0.22247626	Yes	
row_42	SUPV3L1	Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]	13252	-1.1901912689208984	-0.22121927	Yes	
row_43	NFS1	NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]	13395	-1.2403812408447266	-0.21496691	Yes	
row_44	CLPTM1L	CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]	13421	-1.2491132020950317	-0.20250385	Yes	
row_45	SOD2	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]	13500	-1.2785307168960571	-0.19248627	Yes	
row_46	ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]	13981	-1.456570029258728	-0.20151472	Yes	
row_47	SLC25A1	solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]	14114	-1.508486032485962	-0.1917843	Yes	
row_48	CPT1A	carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]	14336	-1.5966804027557373	-0.18573284	Yes	
row_49	MRPL14	mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]	14476	-1.6522681713104248	-0.17478326	Yes	
row_50	MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	14534	-1.6743998527526855	-0.15930437	Yes	
row_51	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]	14582	-1.6969513893127441	-0.14305429	Yes	
row_52	MRPS17	mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]	14934	-1.8303323984146118	-0.141221	Yes	
row_53	MRPL1	mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]	14979	-1.8458563089370728	-0.12317268	Yes	
row_54	SLC25A40	solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]	14990	-1.850656509399414	-0.103294596	Yes	
row_55	MRPS26	mitochondrial ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:14045]	15038	-1.8790191411972046	-0.08503749	Yes	
row_56	TIMM10	translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814]	15936	-2.3449161052703857	-0.106065795	Yes	
row_57	CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	16206	-2.4850664138793945	-0.09272971	Yes	
row_58	SLC25A15	solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985]	16402	-2.5908892154693604	-0.074359834	Yes	
row_59	SLC25A37	solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]	16509	-2.6540277004241943	-0.050642785	Yes	
row_60	MRPL12	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]	16672	-2.754840135574341	-0.02874101	Yes	
row_61	IFI6	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	17123	-3.0539052486419678	-0.018593447	Yes	
row_62	MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]	17844	-3.65460467338562	-0.015934354	Yes	
row_63	SLC25A21	solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]	18105	-3.9204540252685547	0.013695045	Yes	
row_64	NPM1	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]	18126	-3.939344644546509	0.05607515	Yes	

GSE186207
NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	IFI6	na	59	3.848958730697632	0.23748411	Yes	
row_1	SOD2	na	270	2.1683082580566406	0.36287218	Yes	
row_2	ADORA2A	na	1394	0.8406346440315247	0.36199555	No	
row_3	EGLN1	na	3125	0.4569857716560364	0.3083278	No	
row_4	SUPV3L1	na	5061	0.2692168951034546	0.2331977	No	
row_5	CYBA	na	5803	0.22130705416202545	0.2118068	No	
row_6	MRPL1	na	6127	0.20242878794670105	0.20909767	No	
row_7	MRPL28	na	6315	0.19294138252735138	0.21225797	No	
row_8	SLC25A37	na	6383	0.18946221470832825	0.22090258	No	
row_9	MTG1	na	6810	0.1658635437488556	0.2110169	No	
row_10	MRPS17	na	6931	0.16039390861988068	0.21532863	No	
row_11	RHOT2	na	7030	0.1549999713897705	0.22034891	No	
row_12	STARD3	na	7173	0.14776375889778137	0.22282687	No	
row_13	PNPLA2	na	7378	0.13688531517982483	0.22167993	No	
row_14	SLC25A15	na	7451	0.13427987694740295	0.22664198	No	
row_15	NPM1	na	7558	0.1289587914943695	0.22965643	No	
row_16	PRKAA2	na	9174	0.05819980427622795	0.15655677	No	
row_17	TAZ	na	9399	0.04829487204551697	0.14892894	No	
row_18	MRPL11	na	9830	0.031144455075263977	0.1304428	No	
row_19	MRPL23	na	10031	0.023189954459667206	0.12238798	No	
row_20	PDHX	na	10047	0.022767066955566406	0.12309662	No	
row_21	MRPL55	na	10437	0.007960203103721142	0.10511113	No	
row_22	TIMM22	na	10535	0.004132526461035013	0.100760385	No	
row_23	ATP6V0C	na	10546	0.003604321274906397	0.10051028	No	
row_24	YWHAZ	na	10923	-0.011231242679059505	0.08334665	No	
row_25	BAP1	na	10931	-0.011441553942859173	0.08372835	No	
row_26	TIMM50	na	11158	-0.020777879282832146	0.07428762	No	
row_27	AKT1	na	11181	-0.02149057388305664	0.074583985	No	
row_28	MRPL18	na	11340	-0.02668963372707367	0.06874319	No	
row_29	BCS1L	na	11400	-0.029050705954432487	0.06775355	No	
row_30	BID	na	11430	-0.030283626168966293	0.068266265	No	
row_31	SLC25A10	na	11470	-0.03175794333219528	0.06839589	No	
row_32	SLC25A1	na	11600	-0.03711776062846184	0.06458398	No	
row_33	ATP6V1E1	na	12197	-0.06096528843045235	0.040072422	No	
row_34	TTC19	na	12369	-0.06736426800489426	0.036153246	No	
row_35	TIMM17B	na	12595	-0.07767846435308456	0.030312289	No	
row_36	SLC25A30	na	12597	-0.07768391817808151	0.03511452	No	
row_37	TSPO	na	12799	-0.08592318743467331	0.03092858	No	
